id,exercise,duration,calories_burnt,exercise_intensity
3560,Exercise 9,27,372.4253193,10
3561,Exercise 5,25,191.9463218,5
3562,Exercise 8,30,470.699238,8
3563,Exercise 6,32,262.3997298,7
3564,Exercise 2,54,384.06278,9
3565,Exercise 3,27,224.6055449,10
3566,Exercise 6,47,137.3669354,2
3567,Exercise 5,49,344.8372304,1
3568,Exercise 3,52,164.5703349,5
3569,Exercise 2,28,107.4055249,5
3570,Exercise 8,49,456.1464331,1
3571,Exercise 6,39,318.3294532,8
3572,Exercise 4,23,424.5567387,3
3573,Exercise 6,44,113.5912135,10
3574,Exercise 6,49,418.0429805,1
3575,Exercise 4,50,215.3201631,1
3576,Exercise 2,57,366.5724675,7
3577,Exercise 1,34,403.3434005,6
3578,Exercise 8,29,354.8150903,9
3579,Exercise 7,40,401.1610279,4
3580,Exercise 2,29,241.8178627,5
3581,Exercise 8,47,425.0882357,6
3582,Exercise 8,24,498.5197039,10
3583,Exercise 5,39,222.9088526,1
3584,Exercise 9,29,287.1893138,1
3585,Exercise 8,43,252.3388988,5
3586,Exercise 3,28,214.5279991,3
3587,Exercise 2,57,439.1421004,7
3588,Exercise 1,52,437.6582061,7
3589,Exercise 5,21,106.7210317,9
3590,Exercise 3,46,232.4578266,1
3591,Exercise 4,22,480.0363445,2
3592,Exercise 2,31,421.3748791,4
3593,Exercise 6,43,347.0122048,6
3594,Exercise 4,32,255.7106594,1
3595,Exercise 7,52,372.2452248,6
3596,Exercise 2,54,248.6799691,6
3597,Exercise 9,56,403.4613535,3
3598,Exercise 9,46,402.060577,7
3599,Exercise 4,47,304.6024967,2
3600,Exercise 10,56,449.3096995,6
3601,Exercise 8,21,333.4374952,7
3602,Exercise 3,57,285.1673363,8
3603,Exercise 1,55,298.7621016,9
3604,Exercise 7,32,188.7501405,9
3605,Exercise 8,25,458.6843558,2
3606,Exercise 6,58,156.7978044,10
3607,Exercise 9,34,349.6127039,1
3608,Exercise 10,47,228.5215508,6
3609,Exercise 7,46,125.2350128,5
3610,Exercise 9,53,420.8190117,5
3611,Exercise 4,37,475.7157566,10
3612,Exercise 2,41,440.4014256,1
3613,Exercise 5,31,311.2363013,7
3614,Exercise 2,40,306.5385585,8
3615,Exercise 6,40,414.5424373,1
3616,Exercise 9,28,231.847458,7
3617,Exercise 8,42,172.9115811,7
3618,Exercise 4,53,186.9854776,3
3619,Exercise 10,21,347.2456195,2
3620,Exercise 7,43,337.5255669,3
3621,Exercise 5,47,264.1588838,3
3622,Exercise 9,40,197.5982187,4
3623,Exercise 9,54,212.7034964,10
3624,Exercise 3,56,281.9328378,3
3625,Exercise 7,28,452.7994785,1
3626,Exercise 8,60,124.7956391,7
3627,Exercise 1,22,223.9752319,3
3628,Exercise 6,36,229.5116671,4
3629,Exercise 1,34,417.2234885,4
3630,Exercise 9,24,335.1485763,10
3631,Exercise 9,38,119.4544272,8
3632,Exercise 3,47,251.6618282,6
3633,Exercise 5,47,253.2649415,7
3634,Exercise 1,59,118.1174689,2
3635,Exercise 1,42,416.2038415,10
3636,Exercise 6,29,165.7760523,10
3637,Exercise 9,47,125.8676968,2
3638,Exercise 9,38,299.6448011,5
3639,Exercise 9,32,238.9462503,7
3640,Exercise 6,56,484.7971393,2
3641,Exercise 10,39,276.0571975,2
3642,Exercise 2,36,357.577653,1
3643,Exercise 10,37,428.1052554,3
3644,Exercise 6,58,182.7469951,9
3645,Exercise 2,55,372.4195874,4
3646,Exercise 3,38,254.5911112,6
3647,Exercise 9,44,263.581613,3
3648,Exercise 2,60,285.7432045,3
3649,Exercise 2,40,237.0374907,5
3650,Exercise 6,57,439.4409865,4
3651,Exercise 7,34,349.5547542,9
3652,Exercise 2,35,221.0866047,5
3653,Exercise 9,55,372.4961363,7
3654,Exercise 2,43,236.0906076,10
3655,Exercise 5,20,309.6943193,4
3656,Exercise 4,47,435.5749848,7
3657,Exercise 8,50,331.8532024,5
3658,Exercise 8,39,370.6333405,6
3659,Exercise 1,30,204.7385835,2
3660,Exercise 5,32,147.3135387,8
3661,Exercise 5,39,487.7993201,5
3662,Exercise 1,46,140.9952287,5
3663,Exercise 7,49,440.6768885,7
3664,Exercise 6,47,451.4947978,1
3665,Exercise 5,45,143.8639565,7
3666,Exercise 5,32,371.3964896,1
3667,Exercise 10,28,111.1075934,7
3668,Exercise 10,58,230.0248189,8
3669,Exercise 7,47,222.4766904,9
3670,Exercise 8,52,101.3383322,1
3671,Exercise 4,42,466.4844203,9
3672,Exercise 3,25,114.44241,5
3673,Exercise 7,23,106.2129405,5
3674,Exercise 1,29,322.8969706,9
3675,Exercise 2,38,275.2661775,9
3676,Exercise 10,26,492.9275561,9
3677,Exercise 5,57,195.360941,8
3678,Exercise 1,56,100.3351054,6
3679,Exercise 4,42,182.9380916,1
3680,Exercise 8,42,344.8186863,7
3681,Exercise 9,28,135.3515337,2
3682,Exercise 4,30,420.3930988,7
3683,Exercise 4,58,451.7030416,4
3684,Exercise 9,34,257.0625337,6
3685,Exercise 4,51,191.6138135,7
3686,Exercise 9,21,460.7106355,5
3687,Exercise 4,56,433.7894003,9
3688,Exercise 8,42,359.2171513,8
3689,Exercise 5,49,173.4957049,7
3690,Exercise 6,36,305.2797631,1
3691,Exercise 9,48,200.0830193,2
3692,Exercise 10,33,131.1283278,10
3693,Exercise 10,47,318.1866586,1
3694,Exercise 4,27,268.1101232,2
3695,Exercise 10,21,207.689682,1
3696,Exercise 3,48,208.4721912,10
3697,Exercise 2,59,406.1172486,3
3698,Exercise 6,31,381.8085412,5
3699,Exercise 3,49,175.0886807,1
3700,Exercise 10,60,247.7527702,6
3701,Exercise 2,39,346.1359928,10
3702,Exercise 7,52,467.4414186,1
3703,Exercise 5,54,105.3846245,9
3704,Exercise 3,43,192.584958,7
3705,Exercise 6,38,143.2714543,3
3706,Exercise 7,39,315.0315066,4
3707,Exercise 9,56,418.8375628,6
3708,Exercise 9,39,439.9106441,4
3709,Exercise 9,55,222.0193556,5
3710,Exercise 1,43,464.7973415,7
3711,Exercise 5,32,119.537933,10
3712,Exercise 1,60,225.096572,8
3713,Exercise 7,52,373.4975987,4
3714,Exercise 10,21,217.1910212,3
3715,Exercise 9,31,175.1059743,1
3716,Exercise 9,25,361.1776742,10
3717,Exercise 7,35,386.0274516,8
3718,Exercise 7,29,185.6908331,4
3719,Exercise 5,26,335.2427162,4
3720,Exercise 10,32,397.37073,5
3721,Exercise 1,23,445.617729,10
3722,Exercise 4,25,219.0104803,2
3723,Exercise 1,56,433.4400558,1
3724,Exercise 7,35,436.5217601,4
3725,Exercise 3,23,183.1155045,2
3726,Exercise 4,41,323.0315514,7
3727,Exercise 1,21,330.1672388,3
3728,Exercise 10,47,153.3072065,1
3729,Exercise 3,42,292.6493453,10
3730,Exercise 8,37,365.7543517,4
3731,Exercise 8,42,486.0510981,6
3732,Exercise 2,29,473.8258696,4
3733,Exercise 9,22,461.5893861,5
3734,Exercise 9,31,310.8993201,9
3735,Exercise 7,56,271.900436,2
3736,Exercise 5,55,236.1757955,5
3737,Exercise 5,58,112.7342322,6
3738,Exercise 6,28,349.6682137,3
3739,Exercise 8,59,290.4563633,10
3740,Exercise 4,60,188.8109096,6
3741,Exercise 7,27,380.0338934,3
3742,Exercise 8,53,390.7179192,8
3743,Exercise 5,20,225.6130589,6
3744,Exercise 2,35,364.5966001,7
3745,Exercise 2,40,130.1887728,7
3746,Exercise 6,43,222.8112515,1
3747,Exercise 10,58,384.0510022,10
3748,Exercise 10,54,380.6832405,4
3749,Exercise 8,33,363.5128367,6
3750,Exercise 6,22,369.2260798,10
3751,Exercise 8,47,445.7423637,4
3752,Exercise 4,57,346.8078181,2
3753,Exercise 1,28,319.0536282,8
3754,Exercise 7,47,124.8210911,3
3755,Exercise 7,57,172.2331248,7
3756,Exercise 10,32,317.4605793,5
3757,Exercise 7,58,352.5260622,9
3758,Exercise 7,43,201.0952302,4
3759,Exercise 6,44,119.521124,1
3760,Exercise 9,21,187.78172,9
3761,Exercise 1,45,270.9748143,8
3762,Exercise 9,39,412.0852992,4
3763,Exercise 3,49,316.6605292,3
3764,Exercise 9,40,452.883114,9
3765,Exercise 8,45,215.050681,9
3766,Exercise 5,41,289.9030751,2
3767,Exercise 6,54,181.5485547,8
3768,Exercise 8,47,183.5200196,7
3769,Exercise 5,25,313.4529658,7
3770,Exercise 4,51,196.7477564,2
3771,Exercise 9,35,131.5226883,5
3772,Exercise 8,20,432.3310577,6
3773,Exercise 2,57,257.1846251,10
3774,Exercise 8,32,460.5007694,3
3775,Exercise 8,42,483.3325132,10
3776,Exercise 3,51,459.1307266,4
3777,Exercise 7,51,168.6179909,6
3778,Exercise 7,57,100.9781685,4
3779,Exercise 7,23,127.1147125,8
3780,Exercise 8,52,207.1846934,1
3781,Exercise 8,47,377.3196268,2
3782,Exercise 5,53,343.8777198,4
3783,Exercise 6,44,199.3423596,1
3784,Exercise 4,40,157.1553743,8
3785,Exercise 10,33,384.1270014,8
3786,Exercise 10,47,468.1403423,9
3787,Exercise 1,41,488.0546584,10
3788,Exercise 2,36,470.5876562,3
3789,Exercise 3,43,351.641693,3
3790,Exercise 4,45,249.57095,4
3791,Exercise 8,59,273.9136555,2
3792,Exercise 5,28,460.0238197,6
3793,Exercise 10,55,139.136408,1
3794,Exercise 1,54,122.2486384,1
3795,Exercise 5,36,357.5238228,10
3796,Exercise 10,50,205.5650502,2
3797,Exercise 5,42,353.7524222,2
3798,Exercise 1,32,130.0242748,4
3799,Exercise 1,50,277.5929374,3
3800,Exercise 9,40,166.9390285,4
3801,Exercise 10,27,341.1315773,8
3802,Exercise 9,55,163.5345664,8
3803,Exercise 1,56,125.9378093,10
3804,Exercise 6,36,221.7956393,2
3805,Exercise 10,44,159.0652737,2
3806,Exercise 9,29,229.2668065,7
3807,Exercise 9,27,197.0899788,7
3808,Exercise 4,23,305.8598025,4
3809,Exercise 4,55,485.0544566,9
3810,Exercise 7,57,315.8168438,3
3811,Exercise 9,21,290.6208015,5
3812,Exercise 8,45,321.1034493,10
3813,Exercise 2,26,171.9915578,7
3814,Exercise 10,56,121.8009446,8
3815,Exercise 4,56,379.4608809,1
3816,Exercise 10,50,101.478451,7
3817,Exercise 3,48,378.5129746,9
3818,Exercise 5,22,395.6069079,10
3819,Exercise 9,58,402.1277627,6
3820,Exercise 10,53,266.3556427,10
3821,Exercise 4,50,279.7383338,8
3822,Exercise 4,60,455.4369445,6
3823,Exercise 1,36,403.5773116,3
3824,Exercise 10,43,158.5321101,8
3825,Exercise 5,42,126.1119268,6
3826,Exercise 10,22,450.7402852,10
3827,Exercise 10,60,155.6118356,2
3828,Exercise 10,24,176.3188783,8
3829,Exercise 7,41,168.0431779,2
3830,Exercise 5,39,441.1737811,9
3831,Exercise 6,37,397.7675437,1
3832,Exercise 9,28,319.9871946,4
3833,Exercise 1,60,380.298501,1
3834,Exercise 7,23,436.7862216,4
3835,Exercise 3,35,370.8609463,4
3836,Exercise 10,48,145.2608463,5
3837,Exercise 7,51,103.8066962,6
3838,Exercise 2,48,238.6176024,6
3839,Exercise 8,27,306.359743,7
3840,Exercise 7,43,334.8697347,8
3841,Exercise 4,44,372.2503255,5
3842,Exercise 3,49,158.4902193,6
3843,Exercise 8,49,235.9031182,10
3844,Exercise 5,20,409.9845768,9
3845,Exercise 6,39,421.0059955,4
3846,Exercise 8,46,274.7854532,3
3847,Exercise 1,20,334.9394789,10
3848,Exercise 5,59,398.8418172,1
3849,Exercise 4,28,188.2277617,10
3850,Exercise 9,54,113.9437147,3
3851,Exercise 2,38,485.9832702,7
3852,Exercise 3,51,274.1761399,10
3853,Exercise 9,35,132.4795193,3
3854,Exercise 3,32,137.905795,10
3855,Exercise 7,54,205.9585196,9
3856,Exercise 10,27,238.1608438,9
3857,Exercise 6,20,465.0586357,5
3858,Exercise 1,55,255.9715747,3
3859,Exercise 10,55,144.3056992,1
3860,Exercise 5,22,154.1131439,7
3861,Exercise 4,49,486.3927685,5
3862,Exercise 4,56,264.3077311,9
3863,Exercise 9,60,185.9518698,1
3864,Exercise 7,22,116.3604168,1
